_id,model,loss,accuracy,Macro F1-Score
6584630096a188d87b512192,SIMPLE_RNN_2_layer,0.38755616545677185,0.9444444179534912,0.9422351121902466
6584634d96a188d87b512193,SIMPLE_RNN_2_layer,0.2795855402946472,0.9277777671813965,0.9269218444824219
658463a296a188d87b512194,SIMPLE_RNN_2_layer,0.3088887631893158,0.9333333373069763,0.9329676032066345
658463f896a188d87b512195,SIMPLE_RNN_2_layer,0.35391631722450256,0.9222221970558167,0.9198195338249207
6584645296a188d87b512196,SIMPLE_RNN_2_layer,0.3013947308063507,0.9388889074325562,0.9324002861976624
658464a496a188d87b512197,SIMPLE_RNN_2_layer,0.3765602111816406,0.9333333373069763,0.931498110294342
658464fa96a188d87b512198,SIMPLE_RNN_2_layer,0.4808749854564667,0.8999999761581421,0.8998739719390869
6584655596a188d87b512199,SIMPLE_RNN_2_layer,0.3372557461261749,0.9277777671813965,0.9269070029258728
658465ac96a188d87b51219a,SIMPLE_RNN_2_layer,0.3254960775375366,0.9611111283302307,0.958979606628418
6584660896a188d87b51219b,SIMPLE_RNN_2_layer,0.36830854415893555,0.9333333373069763,0.9330663681030273
