_id,model,loss,accuracy,Macro F1-Score
6584444b56bb96eb466ba5a7,SIMPLE_RNN_1_layer,1.0384526252746582,0.6000000238418579,0.5943255424499512
6584448756bb96eb466ba5a8,SIMPLE_RNN_1_layer,0.9496852159500122,0.6666666865348816,0.6627562046051025
658444b956bb96eb466ba5a9,SIMPLE_RNN_1_layer,1.0151066780090332,0.7388888597488403,0.7309754490852356
658444ea56bb96eb466ba5aa,SIMPLE_RNN_1_layer,0.9562233686447144,0.6499999761581421,0.6572504043579102
6584452656bb96eb466ba5ab,SIMPLE_RNN_1_layer,1.1236227750778198,0.6166666746139526,0.6101143956184387
6584455f56bb96eb466ba5ac,SIMPLE_RNN_1_layer,1.0811551809310913,0.6222222447395325,0.6114997267723083
6584459a56bb96eb466ba5ad,SIMPLE_RNN_1_layer,0.9782216548919678,0.6944444179534912,0.6961180567741394
658445d556bb96eb466ba5ae,SIMPLE_RNN_1_layer,0.8424524664878845,0.7333333492279053,0.730029284954071
6584460f56bb96eb466ba5af,SIMPLE_RNN_1_layer,0.9956247806549072,0.6555555462837219,0.6524273157119751
6584464d56bb96eb466ba5b0,SIMPLE_RNN_1_layer,0.9581800699234009,0.6611111164093018,0.6576645970344543
