_id,model,loss,accuracy,Macro F1-Score
65844d2d56bb96eb466ba5c5,GRU_RNN_2_layer,0.5895196795463562,0.9111111164093018,0.9088317155838013
65844dc456bb96eb466ba5c6,GRU_RNN_2_layer,0.4243568778038025,0.9333333373069763,0.9340813159942627
65844e6c56bb96eb466ba5c7,GRU_RNN_2_layer,0.3517192006111145,0.9111111164093018,0.9100152254104614
65844f1b56bb96eb466ba5c8,GRU_RNN_2_layer,0.33730384707450867,0.9388889074325562,0.9392762780189514
65844fc756bb96eb466ba5c9,GRU_RNN_2_layer,0.2368544191122055,0.9277777671813965,0.9282654523849487
6584506b56bb96eb466ba5ca,GRU_RNN_2_layer,0.2785738706588745,0.9555555582046509,0.954456627368927
6584511656bb96eb466ba5cb,GRU_RNN_2_layer,0.6749439239501953,0.9055555462837219,0.9056814908981323
658451b756bb96eb466ba5cc,GRU_RNN_2_layer,0.5307689905166626,0.8999999761581421,0.8998091220855713
6584526156bb96eb466ba5cd,GRU_RNN_2_layer,0.5973749160766602,0.8999999761581421,0.8978462219238281
6584530156bb96eb466ba5ce,GRU_RNN_2_layer,0.3591234087944031,0.9277777671813965,0.9275508522987366
