_id,model,loss,accuracy,Macro F1-Score
6584667e96a188d87b51219c,GRU_RNN_1_layer,0.4703095257282257,0.9111111164093018,0.9076809287071228
658466eb96a188d87b51219d,GRU_RNN_1_layer,0.13420018553733826,0.9555555582046509,0.9559231996536255
6584675d96a188d87b51219e,GRU_RNN_1_layer,0.44619160890579224,0.9111111164093018,0.9118896126747131
658467c396a188d87b51219f,GRU_RNN_1_layer,0.18613243103027344,0.9444444179534912,0.941405713558197
6584682796a188d87b5121a0,GRU_RNN_1_layer,0.20191508531570435,0.9611111283302307,0.9588003158569336
6584688c96a188d87b5121a1,GRU_RNN_1_layer,0.2441318929195404,0.9388889074325562,0.9377893805503845
658468fb96a188d87b5121a2,GRU_RNN_1_layer,0.48272186517715454,0.9055555462837219,0.9025003910064697
6584696b96a188d87b5121a3,GRU_RNN_1_layer,0.397168904542923,0.9333333373069763,0.9290309548377991
658469d896a188d87b5121a4,GRU_RNN_1_layer,0.22967283427715302,0.9444444179534912,0.941447913646698
65846a5796a188d87b5121a5,GRU_RNN_1_layer,0.23277467489242554,0.9222221970558167,0.9223699569702148
