_id,model,loss,accuracy,Macro F1-Score
6584469556bb96eb466ba5b1,SIMPLE_RNN_2_layer,0.6041379570960999,0.9277777671813965,0.9295994639396667
658446df56bb96eb466ba5b2,SIMPLE_RNN_2_layer,0.2155708521604538,0.9666666388511658,0.9659156799316406
6584472456bb96eb466ba5b3,SIMPLE_RNN_2_layer,0.40475693345069885,0.9388889074325562,0.9369601011276245
6584476c56bb96eb466ba5b4,SIMPLE_RNN_2_layer,0.45444124937057495,0.9166666865348816,0.915531575679779
658447b656bb96eb466ba5b5,SIMPLE_RNN_2_layer,0.34179064631462097,0.9444444179534912,0.9433175325393677
6584481f56bb96eb466ba5b6,SIMPLE_RNN_2_layer,0.4078243672847748,0.9277777671813965,0.9255110621452332
6584486356bb96eb466ba5b7,SIMPLE_RNN_2_layer,0.25891703367233276,0.9444444179534912,0.9452880024909973
658448a756bb96eb466ba5b8,SIMPLE_RNN_2_layer,0.4982706606388092,0.9222221970558167,0.9208341240882874
658448f256bb96eb466ba5b9,SIMPLE_RNN_2_layer,0.5879347324371338,0.9055555462837219,0.9025040864944458
6584493756bb96eb466ba5ba,SIMPLE_RNN_2_layer,0.5132379531860352,0.9277777671813965,0.9275674819946289
