_id,model,loss,accuracy,Macro F1-Score
6584746196a188d87b5121b0,LSTM_RNN_1_layer,0.6021537780761719,0.8999999761581421,0.899215579032898
6584750c96a188d87b5121b1,LSTM_RNN_1_layer,0.7328547239303589,0.8611111044883728,0.8581204414367676
658475c096a188d87b5121b2,LSTM_RNN_1_layer,0.6127669215202332,0.8888888955116272,0.8892803192138672
6584766896a188d87b5121b3,LSTM_RNN_1_layer,0.5459815859794617,0.9111111164093018,0.9145300388336182
6584770b96a188d87b5121b4,LSTM_RNN_1_layer,0.6343312859535217,0.8888888955116272,0.8904516696929932
658477d096a188d87b5121b5,LSTM_RNN_1_layer,0.6779823899269104,0.8722222447395325,0.8682478666305542
6584788396a188d87b5121b6,LSTM_RNN_1_layer,0.7688223719596863,0.8833333253860474,0.8825628757476807
6584792496a188d87b5121b7,LSTM_RNN_1_layer,0.8803353905677795,0.8722222447395325,0.8660686016082764
658479bb96a188d87b5121b8,LSTM_RNN_1_layer,0.6487003564834595,0.8722222447395325,0.8719786405563354
65847a6d96a188d87b5121b9,LSTM_RNN_1_layer,0.6454266905784607,0.9111111164093018,0.912764310836792
