_id,model,loss,accuracy,avg_f1score,cateogrical_f1score[0],cateogrical_f1score[1],cateogrical_f1score[2],cateogrical_f1score[3],cateogrical_f1score[4],cateogrical_f1score[5],cateogrical_f1score[6],cateogrical_f1score[7],cateogrical_f1score[8],cateogrial_accuracy[0],cateogrial_accuracy[1],cateogrial_accuracy[2],cateogrial_accuracy[3],cateogrial_accuracy[4],cateogrial_accuracy[5],cateogrial_accuracy[6],cateogrial_accuracy[7],cateogrial_accuracy[8]
658a39a9f31a06273947d383,GRU,0.28128013014793396,0.9333333373069763,0.9311583505736457,0.9019607901573181,0.9600000381469727,0.8636363744735718,0.95652174949646,0.9767441749572754,1,0.7741935849189758,1,0.9473684430122375,0.92,0.9230769230769231,0.8636363636363636,1,0.9545454545454546,1,0.75,1,0.9473684210526315
658a39a9f31a06273947d384,GRU,0.7295040488243103,0.9111111164093018,0.9114010466469659,1,0.9545454382896423,0.800000011920929,0.8095237612724304,0.875,0.9777777791023254,0.8947368264198303,0.9166666865348816,0.9743589162826538,1,0.9545454545454546,1,0.68,0.9130434782608695,0.9565217391304348,0.8947368421052632,0.9166666666666666,0.95
658a39a9f31a06273947d385,GRU,0.3432246446609497,0.9222221970558167,0.9143862459394667,0.8571428060531616,1,0.8333333730697632,0.930232584476471,0.9677419066429138,1,0.6666666269302368,1,0.9743589162826538,0.8181818181818182,1,0.7142857142857143,0.9523809523809523,1,1,0.7857142857142857,1,1
658a39a9f31a06273947d386,GRU,1.120201587677002,0.8833333253860474,0.8752580483754476,0.800000011920929,0.95652174949646,0.8837209343910217,0.6896552443504333,0.8333333134651184,0.9655172228813171,0.8181818127632141,0.949999988079071,0.9803921580314636,0.8888888888888888,0.9166666666666666,0.9047619047619048,0.7142857142857143,0.8333333333333334,1,0.7714285714285715,1,0.9615384615384616
658a39a9f31a06273947d387,GRU,0.51286780834198,0.894444465637207,0.8921615216467116,0.8888888955116272,1,0.8717948198318481,0.7567567825317383,0.8636363744735718,0.9777777791023254,0.7428571581840515,0.9599999785423279,0.9677419066429138,0.8333333333333334,1,0.85,0.7777777777777778,0.8636363636363636,1,0.8125,0.96,0.9375
