_id,model,loss,accuracy,Macro F1-Score
6584d9ffbae32a7b8a4285d5,LSTM_RNN_2_layer,1.1937410831451416,0.8666666746139526,0.8607637882232666
6584db0ebae32a7b8a4285d6,LSTM_RNN_2_layer,1.3110121488571167,0.8500000238418579,0.8453282117843628
6584dc03bae32a7b8a4285d7,LSTM_RNN_2_layer,1.0234527587890625,0.8500000238418579,0.8550947904586792
6584dcffbae32a7b8a4285d8,LSTM_RNN_2_layer,0.8432667851448059,0.8833333253860474,0.8835479617118835
6584ddf4bae32a7b8a4285d9,LSTM_RNN_2_layer,0.7695131897926331,0.8833333253860474,0.8832778334617615
6584dee7bae32a7b8a4285da,LSTM_RNN_2_layer,0.9339507818222046,0.8500000238418579,0.8509318828582764
6584dff0bae32a7b8a4285db,LSTM_RNN_2_layer,1.2569854259490967,0.8611111044883728,0.8630096912384033
6584e0f7bae32a7b8a4285dc,LSTM_RNN_2_layer,0.910398542881012,0.8222222328186035,0.8261237740516663
6584e21abae32a7b8a4285dd,LSTM_RNN_2_layer,0.8383351564407349,0.8611111044883728,0.8638101816177368
6584e319bae32a7b8a4285de,LSTM_RNN_2_layer,1.506954312324524,0.855555534362793,0.8511493802070618
