_id,model,loss,accuracy,Macro F1-Score
6584c47bbae32a7b8a4285b7,GRU_RNN_1_layer,0.49615004658699036,0.9111111164093018,0.9098972678184509
6584c4fabae32a7b8a4285b8,GRU_RNN_1_layer,0.2428172379732132,0.949999988079071,0.9489490985870361
6584c57fbae32a7b8a4285b9,GRU_RNN_1_layer,0.2516442537307739,0.9666666388511658,0.965108335018158
6584c5ffbae32a7b8a4285ba,GRU_RNN_1_layer,0.284213125705719,0.9444444179534912,0.9406417012214661
6584c676bae32a7b8a4285bb,GRU_RNN_1_layer,0.3557526767253876,0.949999988079071,0.9453799724578857
6584c6febae32a7b8a4285bc,GRU_RNN_1_layer,0.24996858835220337,0.9555555582046509,0.9557503461837769
6584c785bae32a7b8a4285bd,GRU_RNN_1_layer,0.2834010124206543,0.9611111283302307,0.960465133190155
6584c80bbae32a7b8a4285be,GRU_RNN_1_layer,0.3747626543045044,0.9444444179534912,0.9454652070999146
6584c88dbae32a7b8a4285bf,GRU_RNN_1_layer,0.2686052620410919,0.949999988079071,0.9479323625564575
6584c914bae32a7b8a4285c0,GRU_RNN_1_layer,0.193672776222229,0.9333333373069763,0.9324461817741394
