_id,model,loss,accuracy,Macro F1-Score
6584c917a4068e7b0bcf9c1f,GRU_RNN_2_layer,0.37532055377960205,0.9222221970558167,0.9201541543006897
6584c99ca4068e7b0bcf9c20,GRU_RNN_2_layer,0.23042941093444824,0.9444444179534912,0.94163978099823
6584ca1da4068e7b0bcf9c21,GRU_RNN_2_layer,0.23443451523780823,0.9555555582046509,0.9565019607543945
6584ca9da4068e7b0bcf9c22,GRU_RNN_2_layer,0.1084999069571495,0.9666666388511658,0.9657815098762512
6584cb1da4068e7b0bcf9c23,GRU_RNN_2_layer,0.4424096941947937,0.9166666865348816,0.9125199913978577
6584cba2a4068e7b0bcf9c24,GRU_RNN_2_layer,0.5604943037033081,0.9277777671813965,0.9258739948272705
6584cc28a4068e7b0bcf9c25,GRU_RNN_2_layer,0.294951856136322,0.9444444179534912,0.9424731135368347
6584ccafa4068e7b0bcf9c26,GRU_RNN_2_layer,0.26098397374153137,0.949999988079071,0.9472232460975647
6584cd3aa4068e7b0bcf9c27,GRU_RNN_2_layer,0.5556696653366089,0.9111111164093018,0.9106614589691162
6584cddaa4068e7b0bcf9c28,GRU_RNN_2_layer,0.22639872133731842,0.9388889074325562,0.9385043382644653
